source_channel,source_id,post_id,reply_id,media_id
-1001101806611,68824,2097,,
-1001205641526,65904,2098,,
-1001708761316,17763,2099,,
-1001387701698,26328,2100,,
-1001355310059,45869,2101,,
-1001175084215,112772,2102,,
-1001498939244,32217,2103,,
-1001205641526,65905,2104,,
-1001413275904,39856,2105,,
-1001318802260,22280,2106,,
-1001594428146,12015,2107,,
-1001759230769,10169,2108,,
-1001498939244,32218,2109,,
-1001321593888,7678,2110,,
-1001175084215,112773,2111,,
-1001076431027,37444,2112,,
-1001321593888,7679,2113,,
-1001355540894,30669,2114,,
-1001296487842,52438,2115,,
-1001321593888,7680,2116,,
-1001321593888,7681,2117,,
-1001175084215,112774,2118,,
-1001850958866,626,2119,,
-1001205641526,65906,2120,,
-1001321593888,7682,2121,,
-1001318802260,22281,2122,2106,
-1001321593888,7683,2123,1954,
-1001101806611,68825,2124,,
-1001296487842,52439,2125,,
-1001321593888,7684,2126,,
-1001387701698,26329,2127,,
-1001543896043,556,2128,,
-1001321593888,7685,2129,,
-1001175084215,112775,2130,,
-1001205641526,65907,2131,,
-1001101170442,183869,2132,,
-1001673614390,4357,2133,,
-1001355540894,30670,2134,,
-1001321593888,7686,2140,,
-1001205641526,65908,2141,,
-1001321593888,7687,2142,2140,
-1001767825089,2619,2143,,
-1001175084215,112776,2144,,
-1001736828635,17464,2145,,
-1001321593888,7688,2146,2142,
-1001387701698,26330,2147,2127,
-1001205641526,65909,2148,,
-1001260622817,45799,2149,,
-1001321593888,7689,2150,2140,
-1001296487842,52440,2151,,
-1001673614390,4358,2152,,
-1001426514777,423,2153,,
-1001318802260,22282,2154,,
-1001326223284,40742,2155,,
-1001321593888,7690,2158,,
-1001321593888,7691,2159,,
-1001759230769,10170,2160,,
-1001175084215,112777,2161,,
-1001731636769,3167,2162,,
-1001355310059,45870,2163,,
-1001149896996,26525,2164,2093,
-1001730870551,2252,2165,,
-1001175084215,112778,2166,1658,
-1001205641526,65910,2167,,
-1001321593888,7692,2168,,
-1001261746950,26833,2169,,
-1001296487842,52441,2170,,
-1001321593888,7693,2171,2123,
-1001101806611,68826,2172,,
-1001736828635,17467,2173,,
-1001321593888,7694,2174,,
-1001175084215,112779,2175,,
-1001318802260,22283,2176,,
-1001850958866,627,2177,,
-1001321593888,7695,2178,2174,
-1001543896043,557,2181,,
-1001296487842,52442,2182,,
-1001355310059,45871,2183,,
-1001321593888,7696,2184,,
-1001175084215,112780,2185,,
-1001321593888,7697,2186,,
-1001708761316,17764,2187,,
-1001011817559,19451,2188,,
-1001850958866,628,2189,,
-1001673614390,4359,2190,,
-1001413275904,39858,2191,,
-1001076431027,37452,2192,,
-1001731636769,3168,2193,,
-1001175084215,112781,2194,,
-1001759230769,10171,2195,,
-1001296487842,52443,2196,,
-1001321593888,7698,2197,,
-1001426514777,426,2198,,
-1001205641526,65911,2199,,
-1001205641526,65912,2200,,
-1001260622817,45800,2201,,
-1001321593888,7699,2202,2197,
-1001355310059,45872,2203,,
-1001321593888,7700,2204,,
-1001387701698,26331,2205,,
-1001426514777,427,2206,,
-1001736828635,17468,2207,,
-1001321593888,7701,2208,,
-1001498939244,32219,2209,,
-1001082968817,21320,2211,,
-1001426514777,428,2212,,
-1001321593888,7702,2213,,
-1001452778151,24295,2214,,
-1001321593888,7703,2217,,
-1001175084215,112782,2218,,
-1001673614390,4360,2219,,
-1001355540894,30671,2220,,
-1001135021433,8964,2221,,
-1001321593888,7704,2222,2217,
-1001175084215,112783,2223,,
-1001296487842,52444,2224,,
-1001321593888,7705,2225,,
-1001355310059,45873,2226,,
-1001321593888,7706,2227,,
-1001321593888,7707,2228,,
-1001205641526,65913,2229,,
-1001205641526,65914,2231,,
-1001321593888,7708,2232,,
-1001475054987,2223,2233,,
-1001175084215,112784,2234,,
-1001321593888,7709,2235,,
-1001321593888,7710,2236,,
-1001175084215,112785,2237,,
-1001261746950,26836,2238,,
-1001321593888,7711,2239,2227,
-1001321593888,7712,2240,,
-1001175084215,112786,2241,,
-1001296487842,52445,2242,,
-1001321593888,7713,2243,,
-1001413275904,39859,2244,,
-1001205641526,65915,2245,,
-1001321593888,7714,2246,,
-1001318802260,22284,2247,,
-1001321593888,7715,2248,,
-1001201459971,4222,2249,,
-1001393505038,15021,2250,,
-1001583313036,6078,2251,,
-1001321593888,7716,2252,,
-1001387701698,26332,2253,,
-1001759230769,10172,2254,,
-1001260622817,45801,2255,,
-1001076431027,37453,2256,,
-1001175084215,112787,2257,,
-1001149896996,26526,2258,,
-1001101170442,183870,2259,2053,
-1001099737840,23019,2260,,
-1001205641526,65916,2261,,
-1001175084215,112788,2262,,
-1001101170442,183871,2263,1976,
-1001452778151,24296,2264,2013,
-1001321593888,7719,2265,,
-1001355310059,45874,2266,,
-1001321593888,7720,2267,,
-1001736828635,17469,2268,,
-1001175084215,112789,2269,,
-1001260622817,45802,2270,,
-1001296487842,52450,2271,,
-1001011817559,19452,2272,,
-1001101806611,68827,2273,,
-1001730870551,2253,2274,,
-1001321593888,7721,2275,,
-1001175084215,112790,2276,,
-1001205641526,65917,2277,,
-1001321593888,7722,2278,2267,
-1001355540894,30672,2279,,
-1001850958866,631,2280,,
-1001101806611,68828,2281,,
-1001321593888,7723,2282,,
-1001850958866,632,2283,,
-1001205641526,65918,2284,,
-1001175084215,112791,2285,,
-1001321593888,7724,2286,,
-1001076431027,37454,2287,,
-1001321593888,7725,2288,,
-1001321593888,7726,2289,,
-1001076431027,37455,2290,,
-1001296487842,52451,2291,,
-1001355310059,45875,2292,,
-1001321593888,7727,2293,,
-1001321593888,7728,2294,,
-1001321593888,7729,2295,,
-1001708761316,17767,2296,,
-1001175084215,112792,2297,,
-1001321593888,7733,2298,,
-1001321593888,7732,2299,,
-1001321593888,7734,2300,,
-1001321593888,7735,2301,,
-1001321593888,7736,2302,,
-1001736828635,17470,2303,,
-1001759230769,10173,2304,,
-1001318802260,22285,2305,,
-1001475054987,2224,2306,,
-1001321593888,7738,2307,,
-1001175084215,112793,2308,,
-1001413275904,39860,2309,,
-1001205641526,65919,2310,,
-1001543896043,559,2311,,
-1001321593888,7739,2312,,
-1001205641526,65920,2313,,
-1001736828635,17471,2314,,
-1001082968817,21321,2315,,
-1001355310059,45876,2316,,
-1001736828635,17472,2317,,
-1001175084215,112794,2319,,
-1001673614390,4361,2320,,
-1001321593888,7740,2321,,
-1001583313036,6079,2322,,
-1001498939244,32221,2323,,
-1001321593888,7741,2324,,
-1001296487842,52454,2326,,
-1001318802260,22286,2327,,
-1001101806611,68829,2328,,
-1001736828635,17473,2329,,
-1001175084215,112795,2330,,
-1001731636769,3169,2331,,
-1001101170442,183872,2332,,
-1001387701698,26335,2333,,
-1001260622817,45803,2334,,
-1001076431027,37456,2335,,
-1001321593888,7742,2336,,
-1001850958866,633,2337,1825,
-1001382288937,5018,2338,,
-1001321593888,7743,2339,2321,
-1001321593888,7744,2340,,
-1001498939244,32222,2346,,
-1001498939244,32223,2347,,
-1001326223284,40744,2348,,
-1001321593888,7756,2349,,
-1001296487842,52460,2350,,
-1001101170442,183879,2351,,
-1001175084215,112810,2352,,
-1001175084215,112811,2353,,
-1001318802260,22287,2354,,
-1001321593888,7757,2355,,
-1001101806611,68832,2356,,
-1001736828635,17478,2357,,
-1001602838096,2486,2358,,
-1001318802260,22288,2359,,
-1001387701698,26348,2360,,
-1001321593888,7758,2361,,
-1001619608359,2614,2362,,
-1001731636769,3170,2363,,
-1001498939244,32224,2364,,
-1001736828635,17479,2365,,
-1001296487842,52461,2366,,
-1001205641526,65930,2367,,
-1001736828635,17480,2368,,
-1001260622817,45806,2369,,
-1001498939244,32225,2370,,
-1001175084215,112812,2371,,
-1001011817559,19454,2372,,
-1001205641526,65931,2373,2367,
-1001355310059,45880,2374,,
-1001708761316,17769,2376,,
-1001082968817,21323,2377,,
-1001850958866,636,2378,,
-1001498939244,32226,2379,,
-1001175084215,112813,2380,,
-1001321593888,7759,2381,,
-1001759230769,10176,2382,,
-1001283996236,73,2383,,
-1001736828635,17483,2384,,
-1001727181613,5025,2385,,
-1001382288937,5020,2386,,
-1001736828635,17484,2387,,
-1001583313036,6080,2388,,
-1001205641526,65932,2389,,
-1001296487842,52462,2390,,
-1001673614390,4364,2391,,
-1001261746950,26837,2392,,
-1001076431027,37458,2393,,
-1001321593888,7760,2394,,
-1001584480250,5964,2395,,
-1001584480250,5965,2396,,
-1001584480250,5966,2397,,
-1001736828635,17485,2398,,
-1001175084215,112815,2399,,
-1001321593888,7761,2400,2381,
-1001736828635,17486,2401,,
-1001177424903,22153,2402,,
-1001355310059,45881,2403,,
-1001355540894,30677,2404,,
-1001387701698,26349,2405,,
-1001736828635,17487,2406,,
-1001205641526,65933,2407,,
-1001175084215,112816,2408,,
-1001101806611,68833,2409,,
-1001296487842,52463,2410,,
-1001736828635,17488,2411,,
-1001205641526,65934,2412,,
-1001452778151,24300,2414,,
-1001736828635,17489,2415,,
-1001736828635,17490,2416,,
-1001321593888,7766,2417,,
-1001736828635,17491,2418,,
-1001736828635,17492,2419,,
-1001736828635,17493,2420,,
-1001321593888,7767,2423,2417,
-1001736828635,17494,2424,,
-1001619608359,2615,2425,,
-1001175084215,112817,2426,,
-1001632157043,1864,2427,,
-1001321593888,7768,2428,,
-1001736828635,17495,2429,,
-1001498939244,32227,2430,,
-1001321593888,7769,2431,,
-1001205641526,65938,2432,,
-1001736828635,17501,2433,,
-1001101170442,183880,2434,,
-1001175084215,112818,2435,,
-1001321593888,7770,2436,,
-1001321593888,7771,2437,,
-1001082968817,21324,2438,,
-1001759230769,10177,2439,,
-1001355310059,45882,2440,,
-1001543896043,561,2441,,
-1001175084215,112819,2443,,
-1001850958866,637,2444,,
-1001321593888,7772,2445,,
-1001736828635,17502,2446,,
-1001708761316,17770,2447,,
-1001296487842,52464,2448,,
-1001260622817,45807,2449,,
